Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs,Date
cosmetics,Compact Powder,1.699976014,24,716,1184.5515080876353,Unknown,23,33,67,6,Blue Dart,7.243486481556774,Supplier D,Pune,26,139,9,88.49260522754155,Pass,0.7455102346354616,Sea,Route E,95.80258934109938,07-11-21 3:37
skincare,Face Cleanser,54.87615649759306,87,754,42279.7970759932,Male,27,40,37,8,FedEx,6.067747775089007,Supplier B,Delhi,31,258,29,67.86909170968246,Pass,0.9590786116561858,Rail,Route D,72.84624453950289,07-11-21 6:11
haircare,Leave-In Conditioner,93.71286665862914,42,407,39910.76243359844,Male,49,24,47,1,DHL,2.506498032696757,Supplier C,Mumbai,23,723,20,29.077270223886515,Fail,1.6601775020862353,Sea,Route B,31.95518119323356,07-11-21 11:14
bodycare,Hand Cream,33.114043004760944,93,8,258.9859770377327,Non-binary,32,30,37,6,Blue Dart,6.587469482665644,Supplier E,Chennai,22,363,20,11.751826047824572,Pending,2.612399962473268,Air,Route D,18.38931377755093,07-11-21 14:45
nailcare,Nail Polish Red,56.01211725374347,33,8,428.4226576926195,Unknown,62,13,35,5,UPS,6.320912228364475,Supplier D,Chennai,9,403,2,68.78753728017398,Pass,0.7590332394057218,Rail,Route G,76.52437599670023,08-11-21 5:01
cosmetics,Eyeshadow Palette,15.901164882514015,23,882,14534.667763775162,Non-binary,40,31,37,5,FedEx,5.57009764,Supplier C,Ahmedabad,25,470,21,60.66461783881496,Pending,3.6108149421139455,Road,Route B,66.20609091024886,08-11-21 8:29
nailcare,Nail Hardener,38.11598517646201,23,515,19293.270935938344,Male,34,27,20,5,Blue Dart,1.1367277599085854,Supplier C,Pune,21,953,1,42.07887450216551,Pending,3.034317761721344,Rail,Route I,42.64040489017064,09-11-21 4:31
fragrance,Fresh Cologne,54.25165134092804,71,634,33486.94882709249,Male,61,14,39,3,Blue Dart,5.375413940071682,Supplier B,Mumbai,11,481,9,65.19591125,Fail,8.556501631214875,Road,Route F,71.0325379857077,09-11-21 6:40
nailcare,Top Coat,73.23225151579601,54,544,39660.82997143408,Unknown,55,26,84,10,Delhivery,9.003349659703495,Supplier D,Delhi,14,401,12,6.365673987,Pending,2.1460715643496644,Road,Route A,15.084809048886012,09-11-21 17:41
haircare,Hair Growth Serum,99.17132864,86,843,82590.91037723485,Female,9,20,9,1,UPS,4.657142362652992,Supplier A,Chennai,16,985,13,68.71335243,Fail,4.968359024419509,Air,Route H,73.68557398421657,09-11-21 21:35
healthcare,Herbal Tea,30.77296958260471,33,504,14949.202449810986,Unknown,0,24,72,7,UPS,3.9905165204423856,Supplier E,Mumbai,17,861,11,71.11915458616164,Pass,0.8446666118702872,Sea,Route G,73.87567649262974,09-11-21 22:52
grooming,Beard Shampoo,38.445556771166366,62,250,9281.781787707496,Non-binary,23,36,83,8,Delhivery,6.902979921297104,Supplier D,Chennai,28,664,19,61.36329104339606,Pass,1.6742941081800042,Rail,Route E,69.59761920167162,10-11-21 7:25
haircare,Hair Mousse,31.74780359126111,62,704,22513.775359196334,Unknown,43,10,14,2,Delhivery,7.773406051526578,Supplier C,Kolkata,8,600,5,13.534092980892533,Pass,1.8852239221560902,Sea,Route A,21.55923001906621,10-11-21 7:54
skincare,Face Scrub,78.57368319597728,62,448,33926.504124908395,Non-binary,79,19,13,9,DHL,7.219424398800879,Supplier D,Delhi,10,674,7,49.33728861,Pass,1.8978426371109143,Air,Route B,56.73549230119875,10-11-21 19:31
babycare,Tear-Free Shampoo,84.51493755408296,1,191,15645.254326175876,Female,27,18,60,1,DHL,4.799402741,Supplier D,Bangalore,15,400,1,1.08506857,Pending,3.303090588958822,Air,Route C,5.982558687960655,10-11-21 21:34
grooming,Beard Oil,45.25467877422579,94,225,10401.428577881572,Non-binary,80,32,10,2,Blue Dart,3.2218911926269325,Supplier C,Ahmedabad,28,953,27,74.58673916837198,Pending,2.9342340924203594,Road,Route H,77.03461754129864,11-11-21 2:12
haircare,Hair Growth Serum,99.17132864,51,784,78928.5736356162,Non-binary,4,31,75,7,DHL,3.6569181493675815,Supplier E,Chennai,25,442,24,18.75501015487378,Pass,1.747593208923706,Sea,Route F,22.43361904429341,11-11-21 11:33
healthcare,Multivitamin Tablets,36.66225070111515,33,631,22068.93884617017,Non-binary,38,38,89,6,DHL,2.446683770485233,Supplier E,Mumbai,30,552,17,84.91934457427972,Pending,2.8090299198318815,Sea,Route F,87.05725194928642,11-11-21 21:22
skincare,Anti-Aging Cream,95.68777440539552,51,210,19757.20301921257,Male,100,23,40,5,FedEx,2.606615720223845,Supplier A,Hyderabad,18,506,17,1.08506857,Fail,7.763291629925106,Sea,Route B,3.694166617429188,12-11-21 0:32
cosmetics,Lip Gloss,51.89904497318469,23,314,16376.087317991432,Male,50,31,87,7,FedEx,5.310966784592842,Supplier A,Pune,20,862,12,63.19609963132493,Fail,5.922144888675196,Sea,Route A,67.9977038664232,12-11-21 9:00
grooming,Shaving Foam,9.051976135056208,17,528,4831.842633180865,Non-binary,60,17,69,4,UPS,8.046365240562466,Supplier C,Kolkata,12,849,10,12.519457221984766,Pending,3.049419656646278,Sea,Route C,20.184541173728967,12-11-21 10:51
wellness,Protein Shake,30.398373688282323,67,799,24169.545021945065,Male,20,36,87,6,DHL,3.669407884056676,Supplier D,Kolkata,30,104,1,86.55824361150803,Fail,9.471608147175607,Rail,Route D,90.16002183573552,12-11-21 11:45
healthcare,Zinc Tablets,69.59563611710036,100,551,36501.73179630267,Non-binary,87,21,65,2,UPS,7.245381577277064,Supplier B,Chennai,19,107,18,45.80581139655445,Pass,0.5108197488105883,Sea,Route J,52.257104986928105,12-11-21 14:40
grooming,Shaving Foam,64.01573294,35,980,62223.531797467374,Male,14,31,83,1,FedEx,7.166645291,Supplier E,Bangalore,29,963,23,47.95760163,Pass,1.1607333154692367,Sea,Route G,54.92781427926135,12-11-21 15:47
healthcare,Pain Relief Gel,50.039483552041645,92,263,12845.246500265208,Unknown,48,12,46,6,FedEx,9.929816245,Supplier D,Delhi,7,907,6,38.26097661728539,Pass,1.1993042943094534,Sea,Route H,48.1502250152155,12-11-21 21:04
bodycare,After Shower Oil,50.24294352871845,8,783,38360.92193186904,Male,54,41,72,6,UPS,3.3980103333437763,Supplier A,Hyderabad,33,104,30,56.01559410019654,Pending,3.6362852107085035,Road,Route B,60.04273094024949,13-11-21 3:49
cosmetics,Setting Spray,1.699976014,73,627,1031.342988067643,Non-binary,0,30,74,6,Blue Dart,3.9437155555545935,Supplier C,Pune,23,985,20,37.87382080470083,Pass,1.6518446819344377,Air,Route E,41.081708231229385,13-11-21 4:48
skincare,Clay Mask,64.08592125091664,63,996,63010.53378481044,Non-binary,66,17,96,3,FedEx,9.929816245,Supplier E,Bangalore,14,104,13,21.82971131719131,Fail,7.5795234899823765,Rail,Route E,31.960155838581528,13-11-21 5:00
skincare,Face Scrub,57.74242886132313,7,613,36156.858757498136,Unknown,55,26,35,8,UPS,8.584408398835295,Supplier B,Hyderabad,19,173,18,81.47587841656502,Pass,1.1491517019093127,Air,Route A,90.1824182569732,13-11-21 10:13
haircare,Hair Growth Serum,55.89019762163127,8,427,25048.07107445008,Male,47,32,38,6,DHL,5.421985560472056,Supplier C,Hyderabad,24,595,19,44.92219528042551,Pending,2.11627963163535,Road,Route D,49.93891497203433,13-11-21 12:26
babycare,Gentle Moisturizer,9.366822918530588,1,550,5124.253872294597,Non-binary,35,27,82,5,Delhivery,1.013486566,Supplier B,Mumbai,23,405,21,20.48864825688829,Pass,1.927162161702693,Rail,Route F,21.38616287915665,13-11-21 13:06
cosmetics,Matte Lipstick,79.81927708874866,1,748,60047.90745600568,Unknown,18,29,48,4,DHL,9.506654219120929,Supplier C,Kolkata,23,686,8,55.73082911830066,Pending,3.6652763135493114,Sea,Route C,64.75056767338918,13-11-21 13:45
fragrance,Fresh Cologne,89.02696258317174,1,520,44731.77751897982,Non-binary,34,32,6,6,Delhivery,8.249137472063705,Supplier A,Delhi,25,448,2,99.4661086,Pass,1.3007014139111308,Rail,Route C,109.74444071985404,14-11-21 1:21
skincare,Aloe Vera Gel,59.147099180142106,1,617,36646.39724182949,Non-binary,44,25,50,3,DHL,8.431977762317247,Supplier A,Hyderabad,22,308,19,22.142004414102423,Fail,1.7830365469630474,Rail,Route A,30.046805661001336,14-11-21 4:50
babycare,Infant Oil,47.38082263678445,32,599,27310.265703806905,Non-binary,34,37,38,5,Delhivery,9.572522889558003,Supplier E,Kolkata,32,693,30,47.93967987545954,Pass,1.47383308606841,Road,Route A,56.9054570634197,14-11-21 10:28
bodycare,Coconut Body Butter,17.162876245238515,50,433,7590.17352779369,Male,67,21,26,6,Delhivery,5.5068142040186165,Supplier D,Kolkata,15,752,11,45.64272041624391,Pass,1.4964756873404124,Road,Route F,52.13380278932838,14-11-21 21:32
babycare,Diaper Cream,68.19794680095256,100,996,71208.1327453078,Non-binary,83,37,4,10,Delhivery,8.899450175620537,Supplier C,Kolkata,27,716,18,41.93090300349211,Fail,6.737385633348145,Sea,Route C,50.31905182455368,15-11-21 2:21
skincare,Sunscreen SPF 50,79.38494164685844,60,194,14960.617750445508,Non-binary,59,14,59,6,DHL,6.052307515149549,Supplier A,Chennai,7,437,6,7.032062747611271,Pass,1.0605913052843472,Air,Route I,13.267929489657408,15-11-21 4:11
cosmetics,Eyeshadow Palette,99.17132864,5,276,27147.308079233357,Unknown,36,29,95,7,Delhivery,4.8399761143388655,Supplier D,Pune,20,256,19,33.973332138761315,Fail,3.653029352186825,Sea,Route I,38.6879877184361,15-11-21 10:37
nailcare,Nail Polish Red,44.05172685780074,36,8,345.47278069271835,Unknown,49,17,32,8,Delhivery,8.427947541533289,Supplier D,Chennai,10,500,1,1.08506857,Pass,0.6737297688637233,Road,Route A,9.489372470737113,16-11-21 1:35
bodycare,Body Scrub,1.734346226723872,59,83,137.7886144467565,Non-binary,18,28,45,6,UPS,5.590023690557362,Supplier E,Kolkata,21,416,4,46.25060152661695,Pending,3.1756844351574465,Air,Route E,50.84014130482472,16-11-21 2:01
grooming,Shaving Cream,99.17132864,53,904,87028.79095613684,Male,0,12,2,2,Delhivery,8.189041674673005,Supplier A,Mumbai,9,426,1,49.35241598968119,Pending,3.0795207851523645,Road,Route H,57.97610372517922,16-11-21 7:21
skincare,Face Scrub,92.30366869354256,36,809,73267.01880627302,Male,75,25,51,6,FedEx,5.367524601727665,Supplier B,Hyderabad,20,436,16,55.07502398457838,Pass,1.9616291243217208,Air,Route H,60.67738309268559,16-11-21 15:41
cosmetics,Waterproof Mascara,87.27589662922634,1,660,56363.57961178096,Female,68,27,13,6,Blue Dart,5.159308019742377,Supplier D,Kolkata,19,734,14,98.66075908588876,Pending,3.5056575919943715,Road,Route F,105.0959238723255,16-11-21 19:20
nailcare,Nail Hardener,49.847779101499775,100,8,400.7786008993928,Unknown,66,26,67,3,UPS,7.576037704371687,Supplier C,Ahmedabad,22,959,4,52.58276465595241,Pending,3.7714119666966406,Road,Route J,59.84458506216769,17-11-21 8:55
haircare,Anti-Dandruff Shampoo,36.53861581879522,50,8,298.36275480043975,Female,81,20,67,3,FedEx,2.8929197454424704,Supplier A,Bangalore,14,532,14,56.44822294,Fail,4.915066087425846,Sea,Route G,59.29312403266364,17-11-21 9:11
healthcare,Digestive Enzyme,1.699976014,1,8,14.099626684247047,Male,100,29,48,7,Blue Dart,8.989218313622121,Supplier A,Kolkata,22,460,21,59.56377852872088,Fail,7.568675856676402,Road,Route D,69.76247090997975,17-11-21 13:18
healthcare,Calcium Supplement,47.09026748,17,304,14414.17743924204,Female,65,28,73,10,Blue Dart,3.4138201999724163,Supplier C,Ahmedabad,17,352,12,50.33427518740127,Pending,3.7760866971685756,Rail,Route H,53.47274407948075,17-11-21 16:32
grooming,Aftershave Lotion,55.38567395365634,100,765,40691.44894151962,Unknown,0,29,93,4,Delhivery,9.559074406120944,Supplier E,Chennai,23,104,8,47.57344122940438,Pending,3.4809979452859077,Sea,Route A,56.58117359923503,17-11-21 22:45
nailcare,Top Coat,7.710744632381917,46,996,7779.294888944373,Male,0,19,18,4,FedEx,4.372204240404823,Supplier D,Chennai,14,705,13,30.44844272495422,Pending,2.69778564389168,Air,Route A,35.1605416373731,18-11-21 0:51
healthcare,Cough Syrup,84.10635346725394,56,576,50159.05353185535,Male,53,25,39,9,FedEx,4.503666125230771,Supplier B,Delhi,15,546,1,17.19397208930682,Pass,1.0742809111849758,Road,Route G,21.54007080428925,18-11-21 1:09
bodycare,Body Wash,60.70898752346734,17,382,22032.300407764626,Female,62,20,33,2,FedEx,2.582890938660707,Supplier C,Mumbai,16,738,14,1.08506857,Fail,3.585089744855225,Rail,Route G,3.607341896422781,18-11-21 12:25
fragrance,Floral Perfume,50.29699631302488,35,996,49039.72219214428,Non-binary,0,34,31,8,Blue Dart,5.128138026037945,Supplier A,Ahmedabad,26,784,14,31.707297857668465,Fail,7.067707695368787,Rail,Route J,36.84600506741465,18-11-21 15:09
grooming,Body Mist for Men,68.82036651619651,36,963,69288.07318066071,Non-binary,35,19,78,4,Delhivery,4.860519250181607,Supplier B,Mumbai,12,258,11,18.29826645729269,Fail,6.033487731159102,Air,Route J,22.7735829688437,19-11-21 18:52
fragrance,Rose Oud,47.11610505310546,42,495,24291.833862605938,Female,23,36,61,5,Blue Dart,1.013486566,Supplier A,Mumbai,30,576,29,78.44997167806707,Pass,1.1568143025977866,Rail,Route C,79.67420058789641,19-11-21 18:54
haircare,Hair Mousse,56.48273053281411,23,471,26301.371807517724,Unknown,76,15,72,4,Delhivery,5.759387186,Supplier D,Chennai,9,700,3,51.16555988123218,Pending,3.5325048588640184,Sea,Route A,56.58754752993289,19-11-21 19:11
cosmetics,Liquid Foundation,83.66666134,52,505,41442.527693513264,Male,62,20,73,7,Delhivery,9.883282426572324,Supplier C,Mumbai,13,377,11,61.44376623976976,Fail,2.8723141063857387,Road,Route D,70.06894999135,19-11-21 22:12
babycare,Tear-Free Shampoo,99.17132864,98,167,17198.4924270823,Unknown,19,40,96,9,DHL,2.610070343803341,Supplier B,Ahmedabad,30,420,9,51.83055754320517,Pending,2.9324102369312826,Rail,Route C,53.372816148142284,20-11-21 19:58
skincare,Sunscreen SPF 50,25.493836678700056,35,8,210.8901442642679,Female,39,28,66,8,UPS,7.396172591811166,Supplier C,Hyderabad,20,516,19,60.414988160876746,Fail,6.485922384234587,Sea,Route F,68.7939131194161,20-11-21 22:10
skincare,Vitamin C Serum,30.466954187745856,18,147,4584.663108601174,Unknown,100,21,54,5,DHL,4.322337745394864,Supplier C,Hyderabad,17,367,14,86.38157460980551,Pass,1.1605148085486867,Air,Route F,91.82176278610856,20-11-21 23:50
healthcare,Herbal Tea,36.74696888507994,65,996,37140.677557759016,Male,29,16,62,6,UPS,5.559301907515383,Supplier B,Pune,10,985,9,54.877004841567214,Fail,3.9554642623777077,Sea,Route B,60.74889496152086,21-11-21 1:50
skincare,Vitamin C Serum,23.495096481940493,41,255,5951.56120092487,Male,28,38,89,9,FedEx,3.1098755766440305,Supplier D,Chennai,27,895,24,63.89335042368062,Pending,3.3127440988519847,Rail,Route E,65.92003612256055,21-11-21 3:15
wellness,Sleep Spray,50.86110123326155,39,510,26114.90844796508,Male,0,22,53,5,FedEx,3.0960773738127947,Supplier B,Ahmedabad,17,685,14,53.32343437219267,Fail,8.925596486853257,Road,Route B,56.6431664639552,21-11-21 3:23
skincare,Hyaluronic Acid Serum,71.84207018141693,66,977,71248.97449109804,Male,84,23,34,3,Delhivery,6.861212187469787,Supplier C,Pune,20,886,4,82.38867110479273,Pass,0.5542166193940473,Road,Route B,90.67399585041578,21-11-21 4:35
grooming,Deodorant Spray,55.70404588053839,42,8,457.0172141412945,Female,46,29,34,5,FedEx,4.688435866935497,Supplier D,Ahmedabad,22,985,20,58.81107354352757,Pending,2.4296427986870333,Sea,Route J,63.693515908640975,21-11-21 6:42
grooming,Face Wash for Men,48.64417099607078,47,474,23585.677756945,Unknown,83,11,11,3,DHL,1.013486566,Supplier C,Hyderabad,9,315,1,99.4661086,Pass,0.6516814115141609,Road,Route B,98.67356760199276,21-11-21 6:53
skincare,Brightening Toner,22.69996564235511,58,8,186.9609320256076,Unknown,32,23,26,3,UPS,1.013486566,Supplier D,Bangalore,21,438,18,33.90853297538523,Pass,1.1502702046078292,Air,Route I,34.781395922544405,21-11-21 8:54
babycare,Tear-Free Shampoo,33.47546559589803,100,601,20134.436231424635,Unknown,76,20,63,4,UPS,7.911316113569262,Supplier E,Kolkata,15,241,12,74.73584400708509,Pass,1.1830917787285897,Sea,Route E,81.12876364267478,21-11-21 9:16
haircare,Coconut Hair Mask,89.75535826623153,19,350,32643.366357743354,Unknown,19,34,63,3,DHL,3.979822623450656,Supplier D,Mumbai,30,985,27,60.97184977522196,Pending,2.6700793896683077,Sea,Route G,65.43871500369251,21-11-21 13:54
haircare,Anti-Dandruff Shampoo,19.663622872890976,85,479,9007.038279873503,Female,22,31,32,4,UPS,2.1023679655040413,Supplier E,Bangalore,27,522,25,32.029492708023376,Pass,1.0074869452069943,Air,Route B,34.71609537773971,21-11-21 16:04
haircare,Leave-In Conditioner,25.45359502168988,60,102,2467.708513049641,Non-binary,49,35,96,8,Blue Dart,5.63638316,Supplier D,Kolkata,27,633,24,53.84524001784494,Fail,1.8203246155401915,Sea,Route A,59.7714364226026,21-11-21 23:18
fragrance,Fresh Cologne,37.98925112565604,60,654,24079.90976935848,Unknown,42,34,1,10,Delhivery,4.220508545410917,Supplier C,Pune,23,455,21,8.967357505972842,Pending,2.7778823702624917,Road,Route B,13.222229961073626,22-11-21 2:40
healthcare,Vitamin D Capsules,28.734328353472065,49,538,15345.128046485252,Unknown,54,18,43,6,FedEx,7.264744414222825,Supplier D,Bangalore,10,566,3,1.08506857,Pending,3.0218557032976574,Sea,Route E,8.361976178071487,22-11-21 4:42
haircare,Dry Shampoo,99.17132864,57,8,788.7742459446251,Non-binary,100,28,72,5,FedEx,3.817780075694893,Supplier C,Ahmedabad,22,457,20,89.77979895473483,Pending,3.096447891003462,Road,Route J,93.54469624223051,22-11-21 23:02
skincare,Aloe Vera Gel,29.314292416483777,61,820,24768.242069281347,Female,77,38,2,8,Blue Dart,7.023595433561667,Supplier B,Pune,31,373,28,1.08506857,Pass,0.8117605692033281,Sea,Route I,8.010356069981299,23-11-21 0:01
bodycare,Charcoal Body Wash,27.668282963008377,65,556,15110.06276709656,Non-binary,18,18,61,7,Delhivery,2.963793411667752,Supplier B,Bangalore,11,307,8,57.73906634,Fail,1.0140029874623897,Sea,Route B,59.98466067039965,23-11-21 8:19
bodycare,Lavender Lotion,59.56428032919407,90,54,3324.560265163423,Female,76,19,55,5,DHL,4.406896965532433,Supplier E,Delhi,11,685,1,49.92768124233343,Fail,6.461551221922383,Sea,Route B,54.047936974410696,23-11-21 12:05
cosmetics,Blush Palette,9.81375445,11,205,1927.4032683003293,Unknown,93,35,42,5,FedEx,4.120275001339543,Supplier B,Delhi,30,676,30,36.08372779335629,Fail,9.048981116655504,Road,Route C,40.00559539089363,23-11-21 14:33
haircare,Dry Shampoo,81.55473279017491,35,659,53268.7050899471,Non-binary,75,31,14,10,Blue Dart,5.087011841094252,Supplier D,Delhi,20,365,17,69.61530163606025,Pending,3.726401529012587,Rail,Route I,76.1316351877607,24-11-21 2:29
healthcare,Vitamin D Capsules,18.65923093429399,14,466,8280.588284203752,Unknown,76,30,44,9,Blue Dart,4.422168689,Supplier B,Chennai,20,532,15,48.226223846758685,Pending,2.4785746317510613,Rail,Route H,53.52519436243311,24-11-21 14:42
bodycare,Shea Butter Lotion,35.09102122719102,9,151,5532.829939862599,Female,24,36,64,7,DHL,5.912323352454052,Supplier C,Delhi,28,454,14,12.026431620423836,Pending,3.415497497625174,Road,Route E,17.99849349399017,24-11-21 16:30
cosmetics,Compact Powder,61.94205158951129,95,414,26638.48964281885,Non-binary,74,21,70,3,Delhivery,9.759948543424274,Supplier E,Mumbai,17,525,10,62.56657809910936,Pass,1.5950060541076527,Rail,Route A,71.33851665444,25-11-21 6:21
skincare,Face Cleanser,82.77913921188846,37,410,33461.500357813304,Male,56,26,11,8,Delhivery,8.965567112,Supplier A,Pune,18,399,7,21.79500973945318,Fail,3.1849564570122864,Air,Route H,30.48361635945007,25-11-21 12:24
skincare,Face Scrub,24.72812661730351,60,197,4651.849535447925,Unknown,37,29,84,6,FedEx,6.139958084385541,Supplier A,Pune,23,822,20,1.08506857,Fail,2.6676971899188247,Road,Route C,7.221237396119086,25-11-21 21:29
healthcare,Immune Booster,88.80849893672251,36,632,57934.855615961824,Unknown,100,25,35,4,DHL,4.157070902926318,Supplier A,Ahmedabad,21,179,1,48.62721243560906,Fail,7.264529346673468,Rail,Route H,53.147779070590126,25-11-21 23:19
nailcare,French Manicure Kit,68.04487020442791,17,316,22487.529647302035,Male,83,37,60,10,DHL,3.754048977495634,Supplier B,Hyderabad,25,889,22,72.08765123221005,Pending,2.6930397665638512,Sea,Route B,75.69183255409393,26-11-21 0:44
nailcare,Nail Polish Remover,73.33262769106962,29,384,27126.736604920003,Unknown,97,24,44,5,Delhivery,6.456174617380023,Supplier A,Chennai,18,760,17,83.62592718941539,Pending,2.7381850575500106,Air,Route A,88.62786617022121,26-11-21 3:05
cosmetics,Eyeliner Pen,66.04968598968591,18,625,42889.13906237665,Unknown,22,27,36,9,DHL,4.403454028255678,Supplier E,Bangalore,17,715,5,67.28926392503432,Pass,1.1255387303743432,Sea,Route J,72.25186039783921,26-11-21 10:54
wellness,Aromatherapy Candle,34.94126350530546,60,466,16437.446916898563,Male,23,21,27,1,FedEx,5.179900552658853,Supplier D,Ahmedabad,19,140,18,13.93783127929833,Pending,2.2281021088771107,Air,Route D,19.466299361000623,26-11-21 12:18
fragrance,Oud Intense,99.17132864,59,386,39128.11533649508,Female,40,38,68,10,Blue Dart,2.809877473481842,Supplier A,Pune,28,611,28,35.30375006640334,Pass,1.580822632284964,Sea,Route E,38.80133160547862,26-11-21 21:26
wellness,Relaxation Balm,74.92023432580022,22,869,64052.019758640105,Non-binary,53,37,13,10,Blue Dart,9.929816245,Supplier A,Bangalore,26,985,9,28.745810706883763,Pass,1.2614950333694888,Air,Route C,38.37388017448304,27-11-21 4:16
grooming,Hair Wax,43.09084862694516,60,197,8337.911681145732,Non-binary,60,35,72,3,FedEx,2.1601378715573665,Supplier E,Bangalore,30,592,30,79.52761971708259,Pending,3.2651251512023154,Rail,Route B,80.68012768525901,27-11-21 19:19
haircare,Heat Protectant,29.86776010917025,47,27,836.1155049270599,Male,86,34,16,10,Blue Dart,3.2329455137694554,Supplier C,Pune,22,112,20,99.4661086,Pending,2.4273350382339025,Rail,Route F,101.50211242668486,28-11-21 0:45
skincare,Hydrating Moisturizer,28.953101901577472,6,422,12358.589714047432,Male,57,43,22,10,Blue Dart,1.013486566,Supplier C,Bangalore,33,846,30,52.58207716496699,Fail,3.604809553612532,Rail,Route E,54.56950035120008,28-11-21 2:01
nailcare,Nail Hardener,24.09599765726275,36,607,14768.980700767275,Male,28,23,77,4,FedEx,3.5254515486056093,Supplier B,Bangalore,19,619,18,59.10954158174952,Fail,2.4223251298629975,Rail,Route I,62.85309978398232,28-11-21 2:23
cosmetics,Eyeliner Pen,53.40461080094998,5,440,23377.66062224202,Unknown,57,16,30,8,Delhivery,5.343882386275924,Supplier A,Kolkata,6,724,5,49.60731335999043,Pending,2.8740931368262914,Sea,Route D,54.79966214496446,28-11-21 3:33
fragrance,Fresh Cologne,8.964632421667645,73,8,72.130519709853,Male,31,21,91,8,FedEx,9.906357659213436,Supplier B,Bangalore,13,691,10,1.08506857,Fail,7.5629903443968445,Rail,Route J,10.864517985366524,28-11-21 12:43
nailcare,Nail Polish Red,86.27934863028645,27,681,56490.88607850599,Female,71,17,41,5,UPS,5.870262047380815,Supplier B,Kolkata,11,437,10,1.988883238364501,Pending,2.7567105827452716,Air,Route A,7.875641961531442,29-11-21 12:27
wellness,Green Tea Pack,53.51159069268844,74,8,432.90707462426656,Unknown,75,38,16,8,Blue Dart,3.559717294890009,Supplier D,Kolkata,30,815,18,17.26709388368995,Fail,7.35001760414266,Air,Route H,21.066503764352166,29-11-21 13:59
skincare,Face Scrub,99.17132864,48,658,62333.57767118441,Female,38,32,56,5,Blue Dart,6.121766780983072,Supplier C,Pune,27,323,24,58.533064101433965,Fail,3.7878714852710136,Sea,Route C,65.62261210756616,30-11-21 7:16
bodycare,Shea Butter Lotion,49.854950621589296,1,576,28618.8517859779,Non-binary,56,34,29,5,UPS,9.929816245,Supplier D,Chennai,30,569,9,42.117306864961215,Pass,1.3089484730372778,Road,Route C,51.603390432562456,30-11-21 9:55
haircare,Hair Growth Serum,17.063577271640582,71,424,7563.160164316979,Unknown,17,28,32,6,FedEx,5.954193703,Supplier A,Ahmedabad,21,956,14,43.60900013491093,Pass,1.7680090199792728,Air,Route E,49.9179064904873,30-11-21 10:05
fragrance,Citrus Body Spray,63.99639765645858,89,809,51146.11890153644,Non-binary,87,24,80,5,FedEx,4.707429170148816,Supplier D,Delhi,18,288,17,60.452806917245866,Pending,2.407528889434444,Air,Route I,64.18025910960368,02-12-21 0:45
skincare,Retinol Night Cream,55.304750914908496,100,343,18768.55192237007,Non-binary,51,20,48,2,FedEx,4.414565302752809,Supplier A,Mumbai,16,686,8,28.83501022401992,Pending,2.027789246278078,Sea,Route A,33.40327364527493,02-12-21 1:09
bodycare,Foot Balm,70.21916241529821,18,580,41014.02808056832,Female,3,28,43,7,FedEx,9.119189131414316,Supplier D,Kolkata,21,441,9,28.417123869641323,Fail,3.850217977506258,Road,Route J,37.51198523444238,02-12-21 5:58
wellness,Sleep Spray,73.69721693,2,449,33951.01324394506,Non-binary,18,28,1,10,Delhivery,1.400438664522916,Supplier A,Pune,17,985,15,8.213720854,Pending,2.6321283921264884,Road,Route G,9.626219217063852,02-12-21 17:16
skincare,Face Scrub,62.38002182610417,100,553,32808.49956433691,Non-binary,65,13,28,10,FedEx,4.253436029941776,Supplier B,Pune,3,965,1,55.81879245,Pass,1.5409705447394177,Air,Route G,60.438832556839856,02-12-21 21:08
healthcare,Immune Booster,56.21671958248018,55,802,44339.7754957427,Male,0,35,58,5,UPS,3.412234975932054,Supplier C,Bangalore,30,356,13,45.26193882324717,Pass,1.3420486201211599,Sea,Route D,48.01483691039316,02-12-21 22:51
cosmetics,Setting Spray,16.132794104150385,37,269,4549.434377979583,Unknown,41,22,37,5,Blue Dart,6.899486051009744,Supplier D,Kolkata,16,475,4,64.57094450106126,Pending,3.096380804685272,Road,Route B,71.64566406024258,03-12-21 2:00
bodycare,Charcoal Body Wash,40.53512147560114,74,292,12354.493712422776,Female,2,39,19,9,Blue Dart,3.796831544798539,Supplier A,Pune,30,466,4,18.69950118207333,Fail,7.517405346525663,Road,Route J,22.484507733254578,03-12-21 12:23
haircare,Anti-Dandruff Shampoo,1.699976014,24,488,865.6418707973521,Non-binary,13,23,63,7,UPS,8.320734831,Supplier A,Pune,15,629,12,42.11457810201304,Pending,2.919318890825208,Air,Route A,50.85646198560626,04-12-21 7:53
bodycare,Body Wash,8.612875897205242,17,34,301.5700926357756,Female,4,38,53,7,FedEx,4.647967664747616,Supplier D,Chennai,30,756,27,48.55292464572539,Pass,1.972572887582038,Rail,Route B,52.23733314801608,04-12-21 9:35
wellness,Relaxation Balm,12.678705697106588,39,373,4610.513149687697,Non-binary,0,32,93,5,FedEx,8.442933289718813,Supplier E,Bangalore,25,356,23,56.70314537891613,Pending,2.21165620071852,Road,Route G,63.89040225392712,04-12-21 13:48
